,rc_th,rc_r,rc_p,rc_y,sen_roll,sen_pitch,sen_yaw,relative_yaw,cam_x,cam_y,cam_z,estimated_x,estimated_y,drone_error_x,drone_error_y,mode,AUX2,AUX3,Battery,time step
0,1400,1512,1484,1500,-0.2,0.4,0,180.0,-25.974930376741302,-31.503534648313618,300.3954931854985,1000,1000,-25.974930376741305,31.503534648313614,Controller Detection,1500,1500,3.7,1.930077075958252
1,1700,1513,1483,1500,-0.2,0.4,359,-179.0,-26.672296160702867,-32.30128084713645,308.4867578340489,1000,1000,-26.10449875901836,32.76185695882084,Controller Detection,1500,1500,3.7,1.9800708293914795
2,1700,1513,1483,1500,-0.2,0.4,359,-179.0,-26.672296160702867,-32.30128084713645,308.4867578340489,1000,1000,-26.10449875901836,32.76185695882084,Controller Detection,1500,1500,3.7,2.0320751667022705
3,1700,1512,1484,1500,-0.2,0.4,359,-179.0,-25.56024325406442,-31.10590538056851,296.14598562446344,1000,1000,-25.013477401911647,31.54725555441998,Controller Detection,1500,1500,3.7,2.0800726413726807
4,1700,1512,1484,1500,-0.2,0.4,359,-179.0,-25.974930376741302,-31.503534648313618,300.3954931854985,1000,1000,-25.421161778139115,31.952061549510912,Controller Detection,1500,1500,3.7,2.134080171585083
5,1700,1512,1484,1500,-0.2,0.4,359,-179.0,-25.974930376741302,-31.503534648313618,300.3954931854985,1000,1000,-25.421161778139115,31.952061549510912,Controller Detection,1500,1500,3.7,2.183069944381714
6,1700,1512,1484,1500,-0.2,0.4,359,-179.0,-25.56024325406442,-31.10590538056851,296.14598562446344,1000,1000,-25.013477401911647,31.54725555441998,Controller Detection,1500,1500,3.7,2.2370755672454834
7,1700,1512,1484,1500,-0.2,0.4,359,-179.0,-25.974930376741302,-31.503534648313618,300.3954931854985,1000,1000,-25.421161778139115,31.952061549510912,Controller Detection,1500,1500,3.7,2.290071487426758
8,1700,1512,1484,1500,-0.2,0.4,0,180.0,-25.974930376741302,-31.503534648313618,300.3954931854985,1000,1000,-25.974930376741305,31.503534648313614,Controller Detection,1500,1500,3.7,2.3360848426818848
9,1700,1512,1484,1500,-0.2,0.4,0,180.0,-25.42193436539221,-30.895070206245375,294.6440139262071,1000,1000,-25.421934365392215,30.89507020624537,Controller Detection,1500,1500,3.7,2.3880722522735596
10,1700,1512,1484,1500,-0.2,0.4,0,180.0,-25.42193436539221,-30.895070206245375,294.6440139262071,1000,1000,-25.421934365392215,30.89507020624537,Controller Detection,1500,1500,3.7,2.441075086593628
11,1700,1512,1484,1500,-0.2,0.4,0,180.0,-25.974930376741302,-31.503534648313618,300.3954931854985,1000,1000,-25.974930376741305,31.503534648313614,Controller Detection,1500,1500,3.7,2.4920811653137207
12,1700,1512,1484,1500,-0.2,0.4,0,180.0,-25.974930376741302,-31.503534648313618,300.3954931854985,1000,1000,-25.974930376741305,31.503534648313614,Controller Detection,1500,1500,3.7,2.543076992034912
13,1700,1512,1484,1500,-0.2,0.4,0,180.0,-25.974930376741302,-31.503534648313618,300.3954931854985,1000,1000,-25.974930376741305,31.503534648313614,Controller Detection,1500,1500,3.7,2.5920794010162354
14,1700,1512,1484,1500,-0.2,0.4,0,180.0,-25.974930376741302,-31.503534648313618,300.3954931854985,1000,1000,-25.974930376741305,31.503534648313614,Controller Detection,1500,1500,3.7,2.6440765857696533
15,1700,1512,1484,1500,-0.2,0.4,0,180.0,-25.974930376741302,-31.503534648313618,300.3954931854985,1000,1000,-25.974930376741305,31.503534648313614,Controller Detection,1500,1500,3.7,2.696071147918701
16,1700,1512,1484,1500,-0.2,0.4,0,180.0,-25.974930376741302,-31.503534648313618,300.3954931854985,1000,1000,-25.974930376741305,31.503534648313614,Controller Detection,1500,1500,3.7,2.7470881938934326
17,1700,1512,1484,1500,-0.2,0.4,0,180.0,-25.974930376741302,-31.503534648313618,300.3954931854985,1000,1000,-25.974930376741305,31.503534648313614,Controller Detection,1500,1500,3.7,2.796076536178589
18,1700,1512,1484,1500,-0.2,0.4,359,-179.0,-25.974930376741302,-31.503534648313618,300.3954931854985,1000,1000,-25.421161778139115,31.952061549510912,Controller Detection,1500,1500,3.7,2.8470730781555176
19,1700,1512,1484,1500,-0.2,0.4,359,-179.0,-25.974930376741302,-31.503534648313618,300.3954931854985,1000,1000,-25.421161778139115,31.952061549510912,Controller Detection,1500,1500,3.7,2.897075653076172
