,rc_th,rc_r,rc_p,rc_y,sen_roll,sen_pitch,sen_yaw,relative_yaw,cam_x,cam_y,cam_z,estimated_x,estimated_y,drone_error_x,drone_error_y,mode,AUX2,AUX3,Battery,time step
0,1400,1492,1498,1500,-0.6,0.7,264,-84.0,-3.521119669731232,-13.722529044519188,191.11298821856883,1000.0,1000.0,14.015412822659917,2.0674357345902816,Controller Detection,1500,1500,3.6,4.868190050125122
1,1472,1492,1498,1500,-0.6,0.7,264,-84.0,-3.521119669731232,-13.722529044519188,191.11298821856883,1000.0,1000.0,14.015412822659917,2.0674357345902816,Controller Detection,1500,1500,3.6,4.919184684753418
2,1472,1493,1499,1500,-1.4,0.5,264,-84.0,-3.3565345545259957,-13.30052069466618,185.59161025968714,1000.0,1000.0,13.578512449533733,1.9478641181632177,Controller Detection,1500,1500,3.6,4.976188898086548
3,1453,1493,1499,1500,-1.1,1.1,264,-84.0,-3.2738874102837023,-13.222822111071075,186.26373832849197,1000.0,1000.0,13.492600527928191,1.8737914371658664,Controller Detection,1500,1500,3.6,5.028191566467285
4,1455,1493,1498,1500,-1.1,1.1,264,-84.0,-3.4384206656081684,-13.298062423206678,188.3473538292529,1000.0,1000.0,13.584627074096883,2.029558607898953,Controller Detection,1500,1500,3.6,5.08019232749939
5,1462,1493,1499,1500,-1.1,1.1,264,-84.0,-3.3851313142231625,-13.52266567480609,190.48065068125078,1000.0,1000.0,13.802429671574602,1.9530837484219867,Controller Detection,1500,1500,3.6,5.132179260253906
6,1470,1493,1499,1500,0.0,0.4,264,-84.0,-3.1891672692255253,-13.422122889385937,188.342311748854,1000.0,1000.0,13.681953849573631,1.768702797819521,Controller Detection,1500,1500,3.6,5.183187007904053
7,1462,1493,1499,1500,-1.2,0.0,264,-84.0,-3.003464788073312,-13.703795900711524,190.51000329360775,1000.0,1000.0,13.942672631691412,1.5545747672715948,Controller Detection,1500,1500,3.6,5.234187126159668
8,1470,1493,1499,1500,-1.2,0.0,264,-84.0,-2.9704406390079123,-13.569190996736287,188.54712574700505,1000.0,1000.0,13.805353143911566,1.535801571710971,Controller Detection,1500,1500,3.6,5.282180547714233
9,1463,1492,1499,1500,-1.2,0.0,264,-84.0,-2.960693593515608,-13.785644684104438,192.0221241464131,1000.0,1000.0,14.019602231645681,1.5034823502445136,Controller Detection,1500,1500,3.6,5.3371851444244385
10,1475,1493,1499,1500,-0.9,0.2,264,-84.0,-2.8890154055441326,-13.72248636357765,191.1086207494433,1000.0,1000.0,13.949297488168634,1.4387986650737896,Controller Detection,1500,1500,3.6,5.387185335159302
11,1472,1493,1499,1500,-0.9,0.2,264,-84.0,-2.6240113384338764,-13.549089881872629,187.93026815428848,1000.0,1000.0,13.749150422638452,1.1933711857396403,Controller Detection,1500,1500,3.6,5.440185785293579
12,1461,1493,1499,1500,-1.2,0.6,263,-83.0,-2.610477121975813,-13.731635450984687,191.29665418914811,1000.0,1000.0,13.947419055445751,0.9175536250744569,Controller Detection,1500,1500,3.6,5.493187427520752
13,1473,1493,1499,1500,-1.2,0.6,263,-83.0,-2.377367916738077,-13.649680387503441,190.49299364280728,1000.0,1000.0,13.837666006795903,0.6961697902787618,Controller Detection,1500,1500,3.6,5.544184923171997
14,1470,1493,1499,1500,-0.8,0.6,263,-83.0,-2.1756355135983196,-13.33110281108959,186.64941742486218,1000.0,1000.0,13.496878063812929,0.5347659099421991,Controller Detection,1500,1500,3.6,5.595184803009033
15,1456,1493,1499,1500,-0.9,0.3,263,-83.0,-2.130694197614234,-13.665294139164311,191.1333007593497,1000.0,1000.0,13.823101411734653,0.4494319019883375,Controller Detection,1500,1500,3.6,5.6481804847717285
16,1472,1492,1499,1500,-0.9,0.3,263,-83.0,-2.0635625662355372,-13.88352666497543,193.7374528579984,1000.0,1000.0,14.031525977553606,0.35620480497976015,Controller Detection,1500,1500,3.6,5.700190544128418
17,1481,1493,1499,1500,-1.3,0.1,263,-83.0,-1.9956747308243041,-13.579119669310492,190.51949974865664,1000.0,1000.0,13.721114539546912,0.3259208758887011,Controller Detection,1500,1500,3.6,5.754184722900391
18,1470,1493,1499,1500,-1.3,0.1,263,-83.0,-2.0588960811909387,-13.461682022406599,190.50004290190935,1000.0,1000.0,13.61225699951301,0.402983032815895,Controller Detection,1500,1500,3.6,5.80617880821228
19,1470,1493,1499,1500,-1.3,0.1,263,-83.0,-2.062261648687504,-13.392058641973302,190.54588909711967,1000.0,1000.0,13.543562740700672,0.4148084695417529,Controller Detection,1500,1500,3.6,5.8561851978302
20,1470,1493,1499,1500,-1.2,0.1,263,-83.0,-2.0041911394199983,-13.217363642566413,191.09702391873304,1000.0,1000.0,13.363092876492749,0.3784607739183181,Controller Detection,1500,1500,3.6,5.9071831703186035
21,1472,1493,1499,1500,-1.2,0.1,263,-83.0,-2.004358294966421,-13.160098198482158,191.12525924725293,1000.0,1000.0,13.306274651481578,0.38560558558299785,Controller Detection,1500,1500,3.6,5.960190534591675
22,1472,1493,1499,1500,-1.2,-0.1,263,-83.0,-1.999527599362927,-13.020579957688255,190.4859938739129,1000.0,1000.0,13.167207644796434,0.3978138936505933,Controller Detection,1500,1500,3.6,6.01318359375
23,1470,1493,1499,1500,-1.2,-0.1,263,-83.0,-2.0038898053422995,-12.686944125524173,188.05030410316158,1000.0,1000.0,12.83659030271083,0.44280356421035316,Controller Detection,1500,1500,3.6,6.064182758331299
24,1461,1493,1499,1500,-1.2,-0.1,263,-83.0,-1.9770878232111404,-12.84040739175764,191.18496098228232,1000.0,1000.0,12.985643337064884,0.39749889249702974,Controller Detection,1500,1500,3.6,6.1151816844940186
25,1472,1493,1499,1500,-0.9,-0.4,263,-83.0,-2.004879445775147,-12.768710408885804,191.00120353011448,1000.0,1000.0,12.917867719425189,0.43382102474752315,Controller Detection,1500,1500,3.6,6.169191598892212
26,1472,1493,1499,1500,-0.9,-0.4,263,-83.0,-1.9940547344948478,-12.636857343166515,189.8923588047443,1000.0,1000.0,12.785678266007118,0.43914584576879956,Controller Detection,1500,1500,3.6,6.224186897277832
27,1468,1493,1499,1500,-0.9,-0.4,263,-83.0,-2.004462415105737,-12.65500878460184,191.11961965535565,1000.0,1000.0,12.804962786552911,0.4472638448570696,Controller Detection,1500,1500,3.6,6.285183429718018
28,1472,1493,1499,1500,-0.3,-0.4,263,-83.0,-1.9912188257643122,-12.71120449523076,193.09573323656002,1000.0,1000.0,12.85912563533903,0.42727043686578825,Controller Detection,1500,1500,3.6,6.341185808181763
29,1479,1493,1499,1500,-0.3,-0.5,263,-83.0,-2.006811881881353,-12.617969740773837,191.19515960894222,1000.0,1000.0,12.768486154114251,0.45410972301528973,Controller Detection,1500,1500,3.6,6.396188020706177
30,1472,1493,1499,1500,-0.3,-0.5,263,-83.0,-1.999600491071578,-12.516926197948191,190.47665174373228,1000.0,1000.0,12.667316927071424,0.45926619503855703,Controller Detection,1500,1500,3.6,6.450183629989624
31,1470,1493,1499,1500,-0.4,-0.5,263,-83.0,-1.9912188257643122,-12.71120449523076,193.09573323656002,1000.0,1000.0,12.85912563533903,0.42727043686578825,Controller Detection,1500,1500,3.6,6.502190828323364
32,1479,1493,1499,1500,-0.3,-0.7,263,-83.0,-1.9277980190280672,-12.583612588915441,190.03407283570039,1000.0,1000.0,12.72475572767001,0.37987190105219915,Controller Detection,1500,1500,3.6,6.5531840324401855
33,1468,1493,1499,1500,0.0,-0.5,263,-83.0,-1.9399308148323018,-12.452048806515764,188.03382312537812,1000.0,1000.0,12.595651217612163,0.4079478526132887,Controller Detection,1500,1500,3.6,6.605187892913818
34,1461,1493,1499,1500,0.0,-0.5,263,-83.0,-2.004462415105737,-12.65500878460184,191.11961965535565,1000.0,1000.0,12.804962786552911,0.4472638448570696,Controller Detection,1500,1500,3.6,6.663195371627808
35,1472,1493,1499,1500,0.0,-0.5,263,-83.0,-2.0600569050115314,-13.304302275979913,199.48792685037608,1000.0,1000.0,13.45619180668774,0.4233149703940464,Controller Detection,1500,1500,3.6,6.7171947956085205
36,1501,1493,1499,1500,0.0,-0.6,264,-84.0,-2.004436761865513,-12.781282384552279,191.1210206638721,1000.0,1000.0,12.92078587675705,0.657448441309155,Controller Detection,1500,1500,3.6,6.7681825160980225
37,1472,1493,1499,1500,0.3,-0.9,263,-83.0,-1.9985045410631412,-12.970196675249309,193.59965622123286,1000.0,1000.0,13.11707523226134,0.4029386386216669,Controller Detection,1500,1500,3.6,6.8191914558410645
38,1481,1493,1499,1500,0.3,-0.9,263,-83.0,-2.057367598190108,-13.044575522816604,193.3139153082803,1000.0,1000.0,13.198073273300661,0.4522984381306232,Controller Detection,1500,1500,3.6,6.873180150985718
39,1480,1493,1499,1500,0.3,-0.9,263,-83.0,-2.1287127998222912,-12.857215845743086,190.8265711776262,1000.0,1000.0,13.0208049397266,0.5459452442742707,Controller Detection,1500,1500,3.6,6.926187753677368
40,1471,1493,1499,1500,0.4,-0.5,264,-84.0,-2.2573032532953894,-12.907788293331372,191.12717397408304,1000.0,1000.0,13.073030518692368,0.8957062354021645,Controller Detection,1500,1500,3.6,6.978189706802368
41,1472,1493,1499,1500,0.4,-0.5,264,-84.0,-2.2524339289047277,-12.907228417809339,190.84480075930804,1000.0,1000.0,13.071964727231318,0.8909221086079397,Controller Detection,1500,1500,3.6,7.033191442489624
42,1471,1493,1499,1500,0.6,-0.6,264,-84.0,-2.3826966763961046,-13.098580578017664,193.6102325323923,1000.0,1000.0,13.27588480510081,1.0004695158894208,Controller Detection,1500,1500,3.6,7.087180852890015
43,1481,1493,1499,1500,0.6,-0.6,264,-84.0,-2.4309050108377925,-12.962154314708869,190.06852416413847,1000.0,1000.0,13.145245042252819,1.0626741876839325,Controller Detection,1500,1500,3.6,7.139181613922119
44,1468,1493,1499,1500,0.5,-0.2,264,-84.0,-2.5101825258689954,-13.03431654763567,191.13366204394376,1000.0,1000.0,13.225298719735079,1.13397440487905,Controller Detection,1500,1500,3.6,7.192188501358032
45,1472,1493,1499,1500,0.5,-0.2,264,-84.0,-2.556706025287126,-12.962536400350047,190.07484335532268,1000.0,1000.0,13.158774821506777,1.1877461121884263,Controller Detection,1500,1500,3.6,7.248180150985718
46,1468,1493,1499,1500,0.5,-0.2,264,-84.0,-2.608901402688715,-12.47714681542829,182.4647983487113,1000.0,1000.0,12.681500154107834,1.2903925852493126,Controller Detection,1500,1500,3.6,7.302192687988281
47,1442,1493,1499,1500,0.2,-0.2,264,-84.0,-2.6366407729941574,-13.0344509574489,191.13633322088447,1000.0,1000.0,13.238650879476802,1.2597258508436908,Controller Detection,1500,1500,3.6,7.355184316635132
48,1472,1493,1499,1500,0.2,-0.2,264,-84.0,-2.629402766294337,-13.019859979899326,190.47862621210413,1000.0,1000.0,13.223383255111472,1.2540526671627268,Controller Detection,1500,1500,3.6,7.409196853637695
49,1470,1493,1499,1500,0.2,-0.2,264,-84.0,-2.7028218234718446,-13.227564299762536,193.55050136241965,1000.0,1000.0,13.437624130199332,1.305358513693699,Controller Detection,1500,1500,3.6,7.4621875286102295
50,1480,1493,1499,1500,0.3,-0.2,264,-84.0,-2.570048137518847,-13.080079255326428,190.88105055287372,1000.0,1000.0,13.277068394913213,1.18872856093456,Controller Detection,1500,1500,3.5,7.514181137084961
51,1471,1493,1499,1500,0.1,0.0,264,-84.0,-2.643759296333492,-13.47743328891229,196.22643230331735,1000.0,1000.0,13.679950595683824,1.220501115804759,Controller Detection,1500,1500,3.5,7.567195415496826
52,1490,1493,1499,1500,0.1,0.0,264,-84.0,-2.6293853204597797,-13.145760920440436,190.48087329658256,1000.0,1000.0,13.348592673540786,1.2408750850595625,Controller Detection,1500,1500,3.5,7.621184825897217
53,1470,1493,1499,1500,-0.1,0.0,264,-84.0,-2.629640091976027,-13.348733642952592,193.10166559019197,1000.0,1000.0,13.550480121116712,1.2199120341413392,Controller Detection,1500,1500,3.5,7.674184322357178
54,1479,1493,1499,1500,-0.1,0.0,264,-84.0,-2.623124935687468,-13.108080020890226,187.83221419880667,1000.0,1000.0,13.310463805501216,1.2385877218545949,Controller Detection,1500,1500,3.5,7.730186700820923
