,rc_th,rc_r,rc_p,rc_y,sen_roll,sen_pitch,sen_yaw,relative_yaw,cam_x,cam_y,cam_z,estimated_x,estimated_y,drone_error_x,drone_error_y,Pterm_z,Iterm_z,Dterm_z,Pterm_roll,Iterm_roll,Dterm_roll,Pterm_pitch,Iterm_pitch,Dterm_pitch,mode,AUX2,AUX3,Battery,time step
0,1400,1494,1500,1500,0.1,-0.3,24,-24.0,-86.75262859811254,-56.95082300237382,264.0705785293671,1000.0,1000.0,13.563714885765817,-1.5696680773833647,1811.7470248527848,0.0,0.0,1494.5745140456936,-0.00678185744288291,-0.27127429771531636,1500.6278672309534,0.0007848340386916824,0.003242267278425254,Controller Detection,1500,1500,3.7,9.682533502578735
1,1750,1460,1460,1500,0.1,-0.3,24,-24.0,-85.56680425758108,-56.07262514019649,260.1974675865803,1000.0,1000.0,149.15503384188307,59.760783840344864,1798.191136553031,0.0,0.0,1440.3379864632468,-0.08135937436382445,-2.7118263791223454,1476.095686463862,-0.02909555788148075,-24.045593763322426,Controller Detection,1500,1500,3.7,9.733545303344727
2,1750,1460,1460,1500,0.0,-0.3,24,-24.0,-85.56680425758108,-56.07262514019649,260.1974675865803,1000.0,1000.0,149.15503384188307,59.760783840344864,1798.191136553031,0.0,0.0,1440.3379864632468,-0.1627187487276489,-5.423652758244691,1476.095686463862,-0.0581911157629615,-36.07207235198151,Controller Detection,1500,1500,3.7,9.784525871276855
3,1750,1460,1460,1500,0.0,-0.3,24,-24.0,-85.50784873218295,-56.15917129507624,260.4042793665695,1000.0,1000.0,149.13637678195954,59.657740621186825,1798.9149777829932,0.0,0.0,1440.345449287216,-0.2440687945615116,-8.135105996168566,1476.1369037515253,-0.08723515203486323,-44.182327566482584,Controller Detection,1500,1500,3.7,9.833521127700806
4,1750,1460,1460,1500,0.0,-0.2,23,-23.0,-86.78776360886957,-56.91677512258636,263.91427023316754,1000.0,1000.0,151.62902098033524,56.848590380069616,1811.1999458160863,0.0,0.0,1439.348391607866,-0.3266651624945621,-10.896412118059953,1477.2605638479722,-0.11487461318620636,-49.90982211703807,Controller Detection,1500,1500,3.7,9.886525869369507
5,1750,1460,1460,1500,-0.2,0.2,23,-23.0,-85.66403064467447,-56.17790414034371,260.4935715228959,1000.0,1000.0,150.30591944010953,57.0896472560786,1799.2275003301356,0.0,0.0,1439.8776322239562,-0.40859997965749983,-13.63125620914683,1477.1641410975685,-0.14263460277555398,-54.40492983245785,Controller Detection,1500,1500,3.7,9.943525314331055
6,1750,1460,1460,1500,-0.6,1.0,23,-23.0,-85.56680425758108,-56.07262514019649,260.1974675865803,1000.0,1000.0,150.17528629637266,57.1485677107328,1798.191136553031,0.0,0.0,1439.929885481451,-0.49046948024856907,-16.363487637358965,1477.1405729157068,-0.1704240525922287,-58.074844943517554,Controller Detection,1500,1500,3.7,10.002531290054321
7,1750,1460,1460,1500,-2.8,3.4,23,-23.0,-85.66403064467447,-56.17790414034371,260.4935715228959,1000.0,1000.0,150.30591944010953,57.0896472560786,1799.2275003301356,0.0,0.0,1439.8776322239562,-0.5724042974115068,-19.09833172844584,1477.1641410975685,-0.19818404218157631,-61.154085317133976,Controller Detection,1500,1500,3.7,10.06353211402893
8,1750,1460,1460,1500,-2.0,4.2,23,-23.0,-86.74105403113066,-56.785074780201995,263.9065320223639,1000.0,1000.0,151.5345651639216,56.95157029841459,1811.1728620782735,0.0,0.0,1439.3861739344313,-0.6549534374363505,-21.857748734008958,1477.219371880634,-0.22587499329209193,-63.86341585644359,Controller Detection,1500,1500,3.7,10.11453127861023
9,1750,1460,1460,1500,-2.3,5.6,22,-22.0,-85.25081740321184,-55.73923600261767,259.24233826719285,1000.0,1000.0,150.73192622513895,54.709685840357,1794.848183935175,0.0,0.0,1439.7072295099445,-0.7371012579918028,-24.60111296079642,1478.1161256638572,-0.25244500217357874,-66.2084167977571,Controller Detection,1500,1500,3.7,10.162527799606323
10,1750,1460,1460,1500,-3.0,6.5,22,-22.0,-85.02280292071603,-55.30722802377542,258.06726167090375,1000.0,1000.0,150.35868184107883,55.02482093484632,1790.735415848163,0.0,0.0,1439.8565272635685,-0.8190624563552251,-27.337012299902682,1477.9900716260615,-0.2791725786023102,-68.34408106514465,Controller Detection,1500,1500,3.7,10.212527751922607
11,1750,1460,1460,1500,-2.2,6.2,23,-23.0,-84.21972779190675,-54.18118227840167,255.3622503845285,1000.0,1000.0,148.1962502678858,58.36330533744862,1781.2678763458498,0.0,0.0,1440.7214998928457,-0.899942438932051,-27.317836628422732,1476.6546778650206,-0.30756939723234283,-46.34749858933,Controller Detection,1500,1500,3.7,10.26752758026123
12,1750,1460,1460,1500,-2.5,5.8,23,-23.0,-84.10154484675756,-53.70213419831059,255.2194359208,1000.0,1000.0,147.9002832963461,58.75809366468322,1780.7680257228,0.0,0.0,1440.8398866814616,-0.9806744380231069,-27.292741617511997,1476.4967625341267,-0.33616361002599277,-36.197469126869755,Controller Detection,1500,1500,3.7,10.325532674789429
13,1750,1460,1460,1500,-2.4,3.3,23,-23.0,-85.4291075557782,-53.51203330550004,259.7544060993494,1000.0,1000.0,149.04803287688736,59.45180253459689,1796.640421347723,0.0,0.0,1440.380786849245,-1.0619803119044335,-27.29097473941055,1476.2192789861613,-0.36510467725459955,-29.835701734246022,Controller Detection,1500,1500,3.7,10.38052487373352
14,1750,1460,1460,1500,-2.0,1.3,23,-23.0,-83.77218109539939,-51.08161457416423,255.83553068889717,1000.0,1000.0,146.57318377469855,61.04160202702567,1782.9243574111401,0.0,0.0,1441.3707264901207,-1.1420487612346657,-27.189857995297814,1475.5833591891897,-0.3948406442294207,-25.784563578394476,Controller Detection,1500,1500,3.7,10.430533647537231
15,1750,1460,1460,1500,-2.0,1.3,23,-23.0,-83.12352788397251,-49.775642957812046,254.71925503641907,1000.0,1000.0,145.4658115819404,61.99030623704997,1779.0173926274667,0.0,0.0,1441.8136753672238,-1.2215635244685188,-27.093055838134433,1475.2038775051801,-0.425050963309254,-22.8844508493002,Controller Detection,1500,1500,3.7,10.479526281356812
16,1750,1460,1460,1500,-2.7,-0.6,23,-23.0,-82.59572794104274,-48.006614455362424,254.98965654698148,1000.0,1000.0,144.2887546697298,63.412477692133024,1779.9637979144352,0.0,0.0,1442.2844981321082,-1.3004897592462665,-26.975325205601575,1474.6350089231469,-0.45597236811662883,-20.73460030946038,Controller Detection,1500,1500,3.7,10.537525415420532
17,1750,1460,1460,1500,-1.7,-4.8,22,-22.0,-80.79161286344149,-46.19003099875558,250.5372690136112,1000.0,1000.0,143.02022861532598,61.89310712189816,1764.3804415476393,0.0,0.0,1442.7919085538697,-1.3787817309968124,-26.829611389105906,1475.2427571512408,-0.4861340876388862,-19.05941356494561,Controller Detection,1500,1500,3.6,10.586527109146118
18,1750,1460,1460,1500,-2.3,-5.7,22,-22.0,-80.4258812734457,-44.45061368211389,251.78105225526625,1000.0,1000.0,142.02953099446106,63.36886130920932,1768.733682893432,0.0,0.0,1443.1881876022155,-1.456578353936926,-26.639510705716695,1474.6524554763162,-0.5170336842547992,-17.71005641035292,Controller Detection,1500,1500,3.6,10.63753056526184
19,1750,1460,1460,1500,-3.3,-7.0,22,-22.0,-81.18020934998782,-44.290119894541135,255.82216750626168,1000.0,1000.0,142.66880977705028,63.80024482887647,1782.8775862719158,0.0,0.0,1442.93247608918,-1.534694616268334,-26.47824837675492,1474.4799020684495,-0.5481489726305457,-16.656963048382075,Controller Detection,1500,1500,3.6,10.694524049758911
20,1750,1460,1460,1500,-2.5,-7.9,23,-23.0,-79.3274523812827,-42.33417894970228,253.0786283325465,1000.0,1000.0,139.06389402814145,67.35696510831018,1773.2751991639127,0.0,0.0,1444.3744423887433,-1.6110084207252875,-26.25235262049617,1473.057213956676,-0.5810426211460091,-15.815697607200047,Controller Detection,1500,1500,3.6,10.74753189086914
21,1750,1460,1460,1500,-2.7,-8.4,23,-23.0,-79.70644295460455,-42.11165944195583,257.7430907861566,1000.0,1000.0,139.32581139192428,67.70987880957946,1789.600817751548,0.0,0.0,1444.2696754432302,-1.6874531838641325,-26.074943842976943,1472.9160484761683,-0.6141127265121071,-15.00938178488567,Controller Detection,1500,1500,3.6,10.797521829605103
22,1750,1460,1460,1500,-2.9,-8.0,23,-23.0,-76.36752163810905,-40.72010913222881,251.17408189849567,1000.0,1000.0,135.70859609192513,67.68618712957527,1766.6092866447348,0.0,0.0,1445.71656156323,-1.762089339352978,-25.831110098888523,1472.92552514817,-0.6471709860382031,-14.31984156880703,Controller Detection,1500,1500,3.6,10.849528789520264
23,1750,1460,1460,1500,-2.3,-6.9,23,-23.0,-75.91883209110702,-40.87578929823288,251.85826566996394,1000.0,1000.0,135.35640427316255,67.3675658081408,1769.0039298448737,0.0,0.0,1445.857438290735,-1.8365493989324422,-25.557277526814026,1473.0529736767437,-0.6800699349035818,-13.699633828051299,Controller Detection,1500,1500,3.6,10.904521465301514
24,1750,1460,1460,1500,-2.8,-5.6,23,-23.0,-75.37166661842446,-41.151509863229954,252.50302873836407,1000.0,1000.0,134.96046840742565,66.89996910725272,1771.2606005842742,0.0,0.0,1446.0158126370297,-1.9108114905790379,-25.32502321946857,1473.240012357099,-0.7127350854185165,-13.099850651811966,Controller Detection,1500,1500,3.6,10.954525709152222
25,1750,1460,1460,1500,-2.7,-3.7,23,-23.0,-74.03521203267468,-41.97926468213416,253.70975122863848,1000.0,1000.0,134.0536850493271,65.61582237051807,1775.4841293002346,0.0,0.0,1446.3785259802692,-1.9846201905465843,-25.096780688816303,1473.7536710517927,-0.7447581625650839,-12.51138055721611,Controller Detection,1500,1500,3.6,11.017532587051392
26,1750,1460,1463,1500,-2.5,-0.5,23,-23.0,-75.18709980738608,-44.77795973882272,263.57893936643706,1000.0,1000.0,136.20754061437873,63.48968839760887,1810.0262877825298,0.0,0.0,1445.5169837542485,-2.059505818296657,-24.935156407709282,1474.6041246409563,-0.8093109179491473,-10.173599114576733,Controller Detection,1500,1500,3.6,11.069534301757812
27,1750,1460,1464,1500,-2.9,1.2,23,-23.0,-68.73955896825873,-42.051271027301816,244.60947617253228,1000.0,1000.0,129.20714582183766,63.48036368236495,1743.633166603863,0.0,0.0,1448.3171416712648,-2.1308912486504585,-24.65889475183951,1474.607854527054,-0.8727959439891343,-8.765888041858055,Controller Detection,1500,1500,3.6,11.120524644851685
28,1743,1460,1467,1500,-1.8,2.4,23,-23.0,-67.22865072966759,-43.35423799615195,245.69954789570608,1000.0,1000.0,128.32545720921632,61.69061738254173,1747.4484176349713,0.0,0.0,1448.6698171163134,-2.2018358346979494,-24.384813276134622,1475.3237530469833,-0.9353814345215876,-6.675406332995799,Controller Detection,1500,1500,3.6,11.169524669647217
29,1747,1460,1470,1500,-1.8,2.8,23,-23.0,-66.23358476895773,-45.0985104210807,248.74221277541653,1000.0,1000.0,128.0910356958627,59.696202903902126,1758.0977447139578,0.0,0.0,1448.7635857216549,-2.272663209988764,-24.09325779451087,1476.1215188384392,-0.9960748446648096,-4.644932977212035,Controller Detection,1500,1500,3.6,11.223532438278198
30,1750,1460,1472,1500,-3.3,3.3,23,-23.0,-65.26157159374125,-45.78006274737789,249.52839898766507,1000.0,1000.0,127.4625965600348,58.68903487480498,1760.849396456828,0.0,0.0,1449.014961375986,-2.343176365711664,-23.861231845148733,1476.524386050078,-1.055267463554163,-2.97040557248458,Controller Detection,1500,1500,3.5,11.276523351669312
31,1750,1460,1474,1500,-2.2,3.1,23,-23.0,-62.49195605246425,-46.12903826946265,246.96340622597225,1000.0,1000.0,125.04950761165132,57.28562620706528,1751.871921790903,0.0,0.0,1449.9801969553396,-2.412482976960373,-23.575705769543273,1477.0857495171738,-1.113254794095098,-1.2266377393529921,Controller Detection,1500,1500,3.5,11.332539558410645
32,1750,1460,1476,1500,-2.3,2.7,23,-23.0,-60.91124546163017,-46.131041968679284,244.99628551892502,1000.0,1000.0,123.59523874854096,56.66614895923996,1744.9869993162376,0.0,0.0,1450.5619045005835,-2.4810624537775263,-23.333438622675594,1477.333540416304,-1.1702306816782506,0.2184618318223837,Controller Detection,1500,1500,3.5,11.380525588989258
33,1744,1460,1478,1500,-2.9,1.7,23,-23.0,-58.72935276936554,-46.530575169084244,244.9134065805607,1000.0,1000.0,121.74290599386211,55.44584331526074,1744.6969230319623,0.0,0.0,1451.3028376024552,-2.54871576421734,-23.06116865708959,1477.8216626738956,-1.226286677815501,1.798635969640261,Controller Detection,1500,1500,3.5,11.434534072875977
34,1744,1460,1479,1500,-2.4,0.3,23,-23.0,-57.85302836279517,-46.77710379957264,245.9542025825131,1000.0,1000.0,121.03257153441088,54.87650529007925,1748.3397090387957,0.0,0.0,1451.5869713862357,-2.6160139074274285,-22.78261071962929,1478.0493978839684,-1.2814478521181711,3.0942253261534103,Controller Detection,1500,1500,3.5,11.48652458190918
35,1748,1460,1481,1500,-2.8,-0.9,23,-23.0,-56.36744438012993,-47.75914132854699,250.26237657718806,1000.0,1000.0,120.04879690007131,53.392071072373554,1763.4183180201583,0.0,0.0,1451.9804812399714,-2.682820163320347,-22.502512956644175,1478.6431715710505,-1.3355821402993975,4.640511066519167,Controller Detection,1500,1500,3.5,11.542521715164185
36,1750,1460,1482,1500,-2.6,-2.1,23,-23.0,-54.03252228699628,-48.04549122617133,251.3630583919605,1000.0,1000.0,118.01137559955,52.21615785744009,1767.2707043718617,0.0,0.0,1452.79544976018,-2.748607708563005,-22.138589656347598,1479.113536857024,-1.3883862547643042,4.30281925663871,Controller Detection,1500,1500,3.5,11.590521812438965
37,1750,1460,1482,1500,-2.8,-3.1,23,-23.0,-52.03771687941676,-47.35912477881649,247.9316692307885,1000.0,1000.0,115.90696280364774,52.068528935457074,1755.2608423077597,0.0,0.0,1453.6372148785408,-2.8133430474077117,-21.872585995983798,1479.1725884258171,-1.4405285981607527,4.353833257371476,Controller Detection,1500,1500,3.5,11.644527673721313
38,1750,1460,1481,1500,-2.7,-4.0,23,-23.0,-50.68622903485344,-47.48031876525867,247.67481133891314,1000.0,1000.0,114.7102659464339,51.42890091208203,1754.361839686196,0.0,0.0,1454.1158936214265,-2.8774800378238115,-21.60028217072815,1479.4284396351673,-1.4922773130845224,3.8401663372629473,Controller Detection,1500,1500,3.5,11.703522682189941
39,1750,1460,1483,1500,-2.8,-4.8,22,-22.0,-48.71049899680628,-48.43747981960637,251.08220674255782,1000.0,1000.0,114.11704694831866,47.79151208267196,1766.2877235989524,0.0,0.0,1454.3531812206725,-2.9413204187408537,-21.32080239577727,1480.8833951669312,-1.5418875195818993,4.47378723738965,Controller Detection,1500,1500,3.5,11.75653862953186
40,1750,1460,1483,1500,-2.8,-4.9,23,-23.0,-46.448052063408284,-49.51397208202355,253.7890972080401,1000.0,1000.0,111.60361512984376,47.90092549297029,1775.7618402281403,0.0,0.0,1455.3585539480625,-3.0039040837486586,-21.00362276717345,1480.839629802812,-1.5897337383697203,4.056565629517618,Controller Detection,1500,1500,3.5,11.815532684326172
41,1750,1460,1483,1500,-2.6,-4.0,23,-23.0,-41.908181997807525,-48.65852661703139,244.79345640181538,1000.0,1000.0,107.0903935285174,46.9144986414326,1744.2770974063537,0.0,0.0,1457.163842588593,-3.0642311379558,-20.644440485510774,1481.234200543427,-1.6371414504369217,3.901496982151457,Controller Detection,1500,1500,3.5,11.872550964355469
42,1744,1460,1484,1500,-2.9,-2.9,23,-23.0,-39.241836109723344,-49.985948895174594,245.74144182330963,1000.0,1000.0,105.15467440227366,44.65077565402702,1747.5950463815836,0.0,0.0,1457.9381302390905,-3.1235903325998198,-20.275629198585428,1482.1396897383893,-1.6829240875846516,4.466820021194473,Controller Detection,1500,1500,3.5,11.928520917892456
43,1747,1460,1485,1500,-2.3,-1.3,23,-23.0,-37.268146712595005,-50.00480968449246,242.87026598514586,1000.0,1000.0,103.34525323050377,43.86223232049271,1737.5459309480104,0.0,0.0,1458.6618987077984,-3.1820448166579545,-19.907676143318263,1482.455107071803,-1.7271805915719114,4.291563088047331,Controller Detection,1500,1500,3.5,11.984537363052368
44,1737,1460,1486,1500,-2.8,0.5,23,-23.0,-34.573788651956455,-51.708001767215315,244.21231537425237,1000.0,1000.0,101.53057372326356,41.241666176397075,1742.2431038098832,0.0,0.0,1459.3877705106945,-3.239591960962469,-19.517636187095313,1483.503333529441,-1.7697325408203564,5.025516115714197,Controller Detection,1500,1500,3.5,12.039535284042358
45,1742,1460,1488,1500,-2.8,0.5,23,-23.0,-31.147191458653136,-52.81237511861962,241.61803308573877,1000.0,1000.0,98.80788742186904,38.886206958188296,1733.1631158000857,0.0,0.0,1460.4768450312524,-3.2957777621162863,-19.092817997531267,1484.4455172167247,-1.8097964773876491,5.409302876604749,Controller Detection,1500,1500,3.5,12.0905442237854
