,rc_th,rc_r,rc_p,rc_y,sen_roll,sen_pitch,sen_yaw,relative_yaw,cam_x,cam_y,cam_z,estimated_x,estimated_y,drone_error_x,drone_error_y,Pterm_z,Iterm_z,Dterm_z,Pterm_roll,Iterm_roll,Dterm_roll,Pterm_pitch,Iterm_pitch,Dterm_pitch,mode,AUX2,AUX3,Battery,time step
0,1400,1500,1501,1500,-0.2,0.2,23,167.0,-1.1950677263166414,2.8510833606115185,371.80171789939567,1000.0,1000.0,-0.5230840099220779,-3.046842023834405,2101.306012647885,0.0,0.0,1500.2092336039689,0.000261542004961039,1.046168019844156e-05,1501.2187368095338,0.0015234210119172025,8.766046354006912e-06,Controller Detection,1500,1500,3.9,6.951462268829346
1,1750,1500,1501,1500,-0.2,0.2,23,167.0,-1.1760175272977933,2.7947679341798235,363.6967805244463,1000.0,1000.0,-0.5171902808215454,-2.9876845957789957,2072.938731835562,0.0,0.0,1500.2068761123287,0.0007816791503328506,1.0343805616430909e-05,1501.1950738383116,0.004540684321723902,-7.530202270701411e-06,Controller Detection,1500,1500,3.9,7.024064779281616
2,1750,1500,1501,1500,-0.2,0.2,23,167.0,-1.1950677263166414,2.8510833606115185,371.80171789939567,1000.0,1000.0,-0.5230840099220779,-3.046842023834405,2101.306012647885,0.0,0.0,1500.2092336039689,0.0013018162957046623,1.046168019844156e-05,1501.2187368095338,0.007557947631530603,7.253397170574537e-06,Controller Detection,1500,1500,3.9,7.104095935821533
3,1750,1500,1501,1500,-0.2,0.2,23,167.0,-1.1950677263166414,2.8510833606115185,371.80171789939567,1000.0,1000.0,-0.5230840099220779,-3.046842023834405,2101.306012647885,0.0,0.0,1500.2092336039689,0.0018249003056267402,1.046168019844156e-05,1501.2187368095338,0.010604789655365009,7.253397170574537e-06,Controller Detection,1500,1500,3.9,7.182637453079224
4,1750,1500,1501,1500,-0.1,0.1,23,167.0,-1.1793411838151737,2.866202597333747,364.84680568484964,1000.0,1000.0,-0.5043594494445355,-3.058036053182057,2076.9638198969737,0.0,0.0,1500.2017437797779,0.002338622035310047,1.008718898889071e-05,1501.2232144212728,0.01365722869387324,1.0172809824716595e-05,Controller Detection,1500,1500,3.9,7.259324312210083
5,1750,1500,1501,1500,1.9,-1.2,19,171.0,-1.2591488529105963,2.9083244274029707,370.49675667120675,1000.0,1000.0,-0.7886844651293181,-3.069492404825034,2096.7386483492237,0.0,0.0,1500.3154737860518,0.0029851439925969734,1.5773689302586363e-05,1501.22779696193,0.016720992922876786,1.3126484998999449e-05,Controller Detection,1500,1500,3.9,7.3378870487213135
6,1750,1500,1501,1500,1.9,-1.2,19,171.0,-1.1265119978306435,2.9385280275005012,366.84973421300276,1000.0,1000.0,-0.6529557058100954,-3.078575173016312,2083.97406974551,0.0,0.0,1500.261182282324,0.0037059640780666802,1.3059114116201909e-05,1501.2314300692065,0.019795026711797458,1.5759207600752015e-05,Controller Detection,1500,1500,3.9,7.405896902084351
7,1750,1500,1501,1500,3.1,-0.5,16,174.0,-0.9339868532726924,2.9374585530229598,366.9004009503986,1000.0,1000.0,-0.6218223471058917,-3.018995058202926,2084.151403326395,0.0,0.0,1500.2487289388423,0.004343353104524674,1.2436446942117833e-05,1501.2075980232812,0.02284381182740708,-1.1334940379903555e-06,Controller Detection,1500,1500,3.9,7.476436376571655
8,1750,1500,1501,1500,3.1,-0.5,16,174.0,-0.6310097333760313,2.8295077174223935,360.5171579781507,1000.0,1000.0,-0.33178890252683,-2.879965855826804,2061.8100529235276,0.0,0.0,1500.1327155610106,0.004820158729341035,6.635778050536599e-06,1501.1519863423307,0.025793292284421943,-3.651527921270428e-05,Controller Detection,1500,1500,3.9,7.5550243854522705
9,1750,1499,1501,1500,3.4,0.2,16,174.0,0.2656318065709755,2.5935031821749317,361.0366555906702,1000.0,1000.0,0.5352715498535805,-2.5515296158443865,2063.6282945673456,0.0,0.0,1499.7858913800585,0.00471841740567766,-1.0705430997071613e-05,1501.0206118463377,0.028509040020257538,-0.0001336905456023695,Controller Detection,1500,1500,3.9,7.622621059417725
