,rc_th,rc_r,rc_p,rc_y,sen_roll,sen_pitch,sen_yaw,relative_yaw,cam_x,cam_y,cam_z,estimated_x,estimated_y,drone_error_x,drone_error_y,mode,AUX2,AUX3,Battery,time step
0,1400,1499,1498,1500,1.2,0.1,194,-4.0,-2.586077571670547,4.454263076712991,352.28858696338847,1000.0,1000.0,2.269064331321605,4.623808367957104,Controller Detection,1500,1500,3.9,6.428156852722168
1,1750,1499,1498,1500,1.2,0.1,194,-4.0,-2.7090738788997126,4.771441304760802,368.21210170924417,1000.0,1000.0,2.369635790991108,4.94879375445857,Controller Detection,1500,1500,3.9,6.494692087173462
2,1750,1499,1498,1500,1.2,0.1,194,-4.0,-2.8179777414260165,4.816643218118741,366.21966651349175,1000.0,1000.0,2.4751212430994496,5.001482307654358,Controller Detection,1500,1500,3.9,6.562319278717041
3,1750,1499,1498,1500,1.2,0.1,194,-4.0,-2.7005932715071395,4.693387278877077,366.78858219065523,1000.0,1000.0,2.3666206155390905,4.870338286992002,Controller Detection,1500,1500,3.9,6.63235330581665
4,1750,1499,1498,1500,1.2,0.1,194,-4.0,-1000.0,-1000.0,-1000.0,-2.5857103906647785,4.572758056026737,2.260432252837002,4.741989086204592,Controller Memory,1500,1500,3.9,6.700894832611084
5,1750,1499,1498,1500,1.8,3.7,195,-5.0,-2.7090738788997126,4.771441304760802,368.21210170924417,-2.5857103906647785,4.572758056026737,2.2829065240054502,4.9893958761324555,Controller Detection,1500,1500,3.9,6.767463684082031
6,1750,1499,1498,1500,2.4,5.5,195,-5.0,-2.825461035505208,4.89267477245098,367.6015105571392,-2.5857103906647785,4.572758056026737,2.3882845994194066,5.1203118229569275,Controller Detection,1500,1500,3.9,6.835477113723755
7,1750,1499,1498,1500,2.9,4.7,195,-5.0,-1000.0,-1000.0,-1000.0,-2.9410072342753506,5.013032265183658,2.4929012633445153,5.250281833868318,Controller Memory,1500,1500,3.9,6.901012182235718
8,1750,1499,1498,1500,2.8,4.4,195,-5.0,-2.9371391375054907,5.200439318174175,359.5407305612499,-2.9410072342753506,5.013032265183658,2.4727142849511368,5.436638619595473,Controller Detection,1500,1500,3.9,6.968600749969482
9,1750,1499,1498,1500,2.6,4.1,194,-4.0,-3.269455709351604,5.457260798131098,349.19214344779317,-2.9410072342753506,5.013032265183658,2.8808122099862166,5.672032886454784,Controller Detection,1500,1500,3.9,7.032604694366455
10,1750,1499,1498,1500,2.2,3.4,194,-4.0,-3.9484949818081376,6.255587569244481,358.549868288008,-2.9410072342753506,5.013032265183658,3.502508916455037,6.515782358857844,Controller Detection,1500,1500,3.9,7.093142986297607
11,1750,1499,1498,1500,1.7,3.0,195,-5.0,-4.535658876274149,6.972476063521271,358.7989806645005,-2.9410072342753506,5.013032265183658,3.9107079947906076,7.341252405263178,Controller Detection,1500,1500,3.9,7.154733657836914
12,1750,1498,1498,1500,1.5,2.7,195,-5.0,-5.042287141924175,7.500818784151949,344.89884667020533,-2.9410072342753506,5.013032265183658,4.369360284692695,7.911740185120513,Controller Detection,1500,1500,3.8,7.2177345752716064
13,1750,1498,1497,1500,1.0,2.3,194,-4.0,-5.501894907002067,8.06096558557444,352.02805275422077,-2.9410072342753506,5.013032265183658,4.92618803331046,8.42512226617392,Controller Detection,1500,1500,3.8,7.280337333679199
14,1750,1498,1497,1500,0.7,2.5,195,-5.0,-6.082479309158276,8.806878429390627,342.3577581402734,-2.9410072342753506,5.013032265183658,5.291763608234349,9.303488600034454,Controller Detection,1500,1500,3.8,7.347923994064331
15,1750,1498,1497,1500,0.6,2.3,195,-5.0,-6.982287814184314,9.602382092264252,344.72027987312754,-2.9410072342753506,5.013032265183658,6.118815357642914,10.174388609887925,Controller Detection,1500,1500,3.8,7.411911964416504
16,1750,1498,1497,1500,0.8,1.8,195,-5.0,-7.637281674016954,10.103471863144357,338.42697379032313,-2.9410072342753506,5.013032265183658,6.727643916926528,10.730658059255564,Controller Detection,1500,1500,3.8,7.477532386779785
17,1750,1498,1497,1500,1.1,1.2,195,-5.0,-8.623036488384793,10.894130190231088,344.01579129726605,-2.9410072342753506,5.013032265183658,7.6407372228613175,11.604221885714765,Controller Detection,1500,1500,3.8,7.5418736934661865
18,1750,1497,1496,1500,1.2,1.0,195,-5.0,-9.67622262407528,11.613044382763384,344.98471388743917,-2.9410072342753506,5.013032265183658,8.627258166917928,12.412191612605985,Controller Detection,1500,1500,3.8,7.604875326156616
19,1750,1497,1496,1500,1.2,0.9,195,-5.0,-10.25603853808817,11.80800538805519,337.6443480164912,-2.9410072342753506,5.013032265183658,9.187875735103752,12.656945019055025,Controller Detection,1500,1500,3.8,7.6694416999816895
20,1750,1497,1496,1500,1.2,0.8,195,-5.0,-10.814998427694876,11.733154987136635,324.58646825377883,-2.9410072342753506,5.013032265183658,9.751232255862917,12.631096010854739,Controller Detection,1500,1500,3.8,7.730475902557373
21,1750,1497,1496,1500,1.1,1.1,195,-5.0,-11.685122379890846,11.906205401862543,323.4228395126611,-2.9410072342753506,5.013032265183658,10.602962786294949,12.879324215843436,Controller Detection,1500,1500,3.8,7.789018869400024
22,1750,1497,1496,1500,1.1,1.0,194,-4.0,-1000.0,-1000.0,-1000.0,-12.644669448368688,12.097040302717822,11.770020794853163,12.949620072913795,Controller Memory,1500,1500,3.8,7.853578329086304
23,1750,1496,1496,1500,1.0,0.9,194,-4.0,-13.487049174990167,11.862717878034843,325.3895957158158,-12.644669448368688,12.097040302717822,12.626694032863508,12.774629885162993,Controller Detection,1500,1500,3.7,7.912578105926514
